The number of train datas: 7736
The number of test datas: 1936
epoch	train_loss	train_acc	val_loss	val_acc
0	0.7139151971613855	0.5138314373737284	0.6875737166601764	0.5408057851239669
1	0.6943722137374246	0.5310237848401193	0.6826773207049724	0.5728305785123967
2	0.6890164161911918	0.5359358840854116	0.6786295648448724	0.59400826446281
3	0.6820018995387601	0.5508014477149901	0.6744333604150567	0.6084710743801653
4	0.680041464001341	0.5595915200421827	0.6692368654180164	0.6358471074380165
5	0.6762551176511021	0.5747156152126092	0.662826930195832	0.6544421487603306
6	0.6684994332669563	0.5920372284186046	0.6543707423958897	0.6797520661157025
7	0.6599574050834285	0.6127197518713595	0.644569983659697	0.7076446280991735
8	0.6449871087271524	0.639607032057911	0.6298801184685763	0.7277892561983471
9	0.6354739850284888	0.6491726988843702	0.6116462029701422	0.743801652892562
10	0.6130979808188027	0.679291623701354	0.5877458142840173	0.7639462809917356
11	0.5908991814029501	0.7057911065766336	0.5578705249739088	0.78150826446281
12	0.5639975115333249	0.7263443638274933	0.5236449537198405	0.8099173553719008
13	0.529784138039941	0.7546535679201799	0.4858991538197541	0.8217975206611571
14	0.496132290689997	0.778826266619634	0.44607905686394245	0.8290289256198347
15	0.4647292736705851	0.7961478801646424	0.41022340867145	0.8455578512396694
16	0.43272534817179825	0.8111427093489094	0.37561038555192555	0.8605371900826446
17	0.3993692782080531	0.8366080662457132	0.34494228254665027	0.8729338842975206
18	0.3704032644305875	0.8495346432881123	0.3166355682798654	0.881198347107438
19	0.34525056160223644	0.8596173733811837	0.2949069684202021	0.8961776859504132
20	0.32122429558138565	0.8777145810556264	0.2756318496771095	0.8941115702479339
21	0.3017126572045816	0.8845656670113754	0.25843834187373643	0.9085743801652892
22	0.2833292643773642	0.890770423991727	0.24466944652155412	0.9111570247933884
23	0.2669493865140838	0.9017580146626825	0.2350005407101852	0.9173553719008265
24	0.25588502147020203	0.9073164424210818	0.23048340757031086	0.9168388429752066
25	0.24053255053316056	0.915460186019432	0.21247568886634732	0.9214876033057852
26	0.2286570202231777	0.9219234746022703	0.20637005850795873	0.9276859504132231
27	0.22835111223554166	0.9211478799797264	0.20336836342476616	0.9307851239669421
28	0.2182749610436616	0.9211478799797264	0.1962954527583004	0.9318181818181818
29	0.2147996912420474	0.9273526372066329	0.20105332641069554	0.9297520661157025
30	0.20538081219487253	0.9286452945410404	0.1876813408202869	0.9318181818181818
31	0.2012612669889535	0.930325749618191	0.18427578978671516	0.9333677685950413
