ANAC017,0.9995365
ADOF1,0.01674406
ABF2,0.5964109
ANAC016,0.8276669
AGL63,0.18305445
ABR1,0.99469817
ANAC028,0.89012885
ANAC020,0.97394663
ANAC004,0.86281264
ABI5,0.9895672
ANAC034,0.96822995
BHLH28,0.99836
ATHB40,0.0010531754
BHLH80,0.00938357
ATIDD11,0.042368054
ATHB24,0.0021900556
bHLH31,0.99091816
ATHB34,0.0051672333
ATY13,0.020373901
ATHB33,2.0943873e-05
ATHB25,0.00013590461
BAM8,0.9225755
BOS1,0.782621
BPC1,0.8998558
BIM2,0.9331283
BZIP28,0.9842383
BZIP3,0.865091
BZIP68,0.95546293
BZIP18,0.14077008
BZIP16,0.15010071
BZIP53,0.42976677
BZIP52,0.4579515
BHLH122,0.4526466
CBF1,0.48737738
CDF3,0.00904477
CEJ1,0.05234113
COG1,0.0065146773
CBF4,0.66515565
CDM1,0.99166214
CAMTA1,0.9854534
CRC,0.001578374
CBF2,0.70024467
CBF3,0.80142856
CRF4,0.9975055
CUC3,0.61438584
DEAR5,0.85226506
ERF8,0.9989635
DAG2,2.2911616e-05
ERF3,0.9979576
EPR1,7.3251604e-06
ERF4,0.9974051
CRF10,0.9996006
DEAR3,0.98724735
ERF7,0.99419737
ERF1,0.9952992
ERF115,0.99609756
ERF15,0.78277904
GATA11,0.5533292
GATA15,0.31555203
ERF10,0.9991055
ESE3,0.9977443
ERF38,0.89733934
ERF13,0.9848156
ERF11,0.99335855
FRS9,0.9787911
ERF105,0.99531376
HAT2,0.00010394566
HSFC1,0.79235315
GTL1,0.0005322034
HSFA6B,0.7021738
HY5,0.83935684
GATA20,0.08010298
GT2,0.0076400912
GBF5,0.7311913
HDG1,0.0008711453
GBF3,0.91637576
HSF3,0.55320734
LHY1,0.0026750483
LBD19,0.9701376
MGP,0.02696081
IDD7,0.006858014
IDD5,0.08445555
JKD,0.015853886
LBD13,0.9794071
IDD4,0.010644639
MS188,0.004710742
LBD18,0.9880193
LBD2,0.84028524
MYB55,0.5495445
MYB3R5,0.8166671
MYB61,0.92493343
MYB49,0.57852095
MYB3R1,0.019998446
MYB57,0.067934334
MYB33,0.0729785
MYB27,0.06215683
MYB3R4,0.75826085
MYB58,0.73394465
MYB13,0.9592204
MYB70,0.0077193044
MYB65,0.632186
MYB77,0.10170155
MYB74,0.801552
MYB62,0.24215211
MYB63,0.9870904
MYB88,0.99686676
MYB67,0.09033562
MYB73,0.007257513
MYB81,0.43088496
MYB83,0.1898948
MYB99,0.7929771
NAM,0.59280264
MYB121,0.95830554
MYB116,0.6211647
MYB107,0.025029214
MYB98,0.029122753
MYB119,0.63956124
MYB118,0.09862981
NAC2,0.8216819
NST1,0.18653737
MYB93,0.833735
ANAC050,0.9770521
ANAC042,0.9670291
ANAC057,0.98516834
ANAC053,0.94827986
ANAC046,0.3233322
ANAC062,0.13430984
ANAC045,0.7567964
ANAC038,0.61250657
ANAC071,0.24318482
ANAC058,0.9079389
ANAC055,0.8376019
RRTF1,0.98049
RAP2.10,0.74039465
OBP3,0.00040781446
RAP2.11,0.995308
RAP212,0.9972761
PHV,0.0008560874
REM19,0.00015179315
RAP2.6,0.9985222
OBP1,0.071460195
PUCHI,0.994826
OBP4,0.1339124
SPL9,0.9991623
SPL5,0.9980452
SMB,0.22828288
SGR5,0.07228016
SPL14,0.71797
SPL1,0.99334514
SOL1,0.0006604956
SPL15,0.9983297
SRS7,0.79704374
RVE1,0.0020795194
SND3,0.21265693
TGA9,0.27543226
TCX2,0.010081456
TGA4,0.830093
TBP3,0.047274053
TGA2,0.9199308
TGA6,0.0449328
SVP,0.9857233
TINY,0.96405786
STZ,0.98476887
VND1,0.90149856
TGA1,0.15931581
WRKY22,0.014904271
VND2,0.8954454
WRKY14,0.07484072
WRKY24,0.021937655
WRKY15,0.006207478
VRN1,6.2396475e-07
WRKY18,0.6790608
WRKY25,0.017533846
WRKY20,0.8419456
VND4,0.8345561
WRKY6,0.050056614
WRKY55,0.02552872
WRKY33,0.18594387
WRKY45,0.09372911
WRKY65,0.026923526
WRKY31,0.039452385
WRKY71,0.027033435
WRKY50,0.009397809
