The number of train datas: 4240
The number of test datas: 1060
epoch	train_loss	train_acc	val_loss	val_acc
0	0.7172039004991639	0.5165094339622641	0.6867916131919285	0.5424528292889865
1	0.6894352103179355	0.5476415094339623	0.6719615877799268	0.601886792227907
2	0.6774833755673103	0.5686320754716981	0.6597108726231558	0.6528301884543221
3	0.666536079937557	0.592688679245283	0.6481316395525663	0.6773584896663449
4	0.6572983703523312	0.6160377358490566	0.6345273683655936	0.7339622643758665
5	0.6410700577609943	0.6417452830188679	0.6167028265179328	0.7632075478445809
6	0.6270774355474508	0.667688679245283	0.5997471251577701	0.7537735851305836
7	0.6127982987547821	0.6804245283018868	0.5718640921250829	0.8103773589404124
8	0.5884552514777993	0.7070754716981132	0.5424278198548083	0.835849055929004
9	0.5601106147721129	0.7476415094339622	0.5093520953970135	0.8556603771335674
10	0.5383849544345208	0.7507075471698114	0.4721797239105656	0.8896226412845107
11	0.5087398673003575	0.7752358490566038	0.43530676094990856	0.9009433964513383
12	0.47839291084487484	0.8047169811320755	0.4021347860120377	0.9018867931275998
13	0.4502808818277323	0.8209905660377359	0.37223511900541917	0.9009433969011846
14	0.417071761950007	0.8360849056603774	0.34628658958201136	0.9000000006747696
15	0.3976551930859404	0.847877358490566	0.302468896024632	0.9301886799200526
16	0.3650705974057036	0.8636792452830189	0.28045489349455205	0.9330188685992978
17	0.34773228843257115	0.8764150943396226	0.2607568378718394	0.9349056606022816
18	0.32808006529538136	0.8867924528301887	0.24637178609955987	0.9339622643758666
19	0.3266737897441072	0.8825471698113208	0.2346101057979296	0.9424528308634488
20	0.31321447244230305	0.8915094339622641	0.22444362764088613	0.944339623316279
21	0.2959904020687319	0.897877358490566	0.21779202785132065	0.9443396228664326
22	0.2902571831109389	0.9035377358490566	0.20758039355278016	0.9462264157691092
23	0.2797253003660238	0.9056603773584906	0.201297043179566	0.9471698119955243
24	0.270328680861671	0.9101415094339622	0.1949513447734545	0.9500000006747695
25	0.26193835532890175	0.9141509433962264	0.19878335505161646	0.9415094341871874
26	0.263349859500831	0.9115566037735849	0.1895374615237398	0.9518867931275997
27	0.2637868672047021	0.9125	0.18355638311718994	0.954716981806845
28	0.24988258514764175	0.9214622641509433	0.1813443827179243	0.9537735855804299
29	0.25035318451107674	0.9219339622641509	0.1780019978307328	0.954716981806845
30	0.2480010343047808	0.9183962264150943	0.17873065623472323	0.9518867931275997
31	0.23749838319589506	0.9259433962264151	0.1735663500034584	0.954716981806845
32	0.24604251030481086	0.9228773584905661	0.17430231812989938	0.9547169813569987
33	0.2348730427476595	0.9271226415094339	0.16982193735410583	0.9575471704860903
34	0.22964367472900535	0.9242924528301887	0.170849746184529	0.9518867931275997
35	0.23088148809828848	0.9280660377358491	0.1668882574675218	0.9584905667125054
36	0.2288106050131456	0.9287735849056604	0.16840664002130618	0.954716981806845
37	0.22796579186084134	0.9266509433962264	0.16186340676163727	0.9566037742596752
38	0.227077893828446	0.9273584905660377	0.16374964331680875	0.9556603780332601
39	0.2171385276992366	0.9297169811320755	0.16091851204071406	0.9575471704860903
40	0.21737499833106994	0.9304245283018868	0.1596714050140021	0.9575471704860903
41	0.2130150540819708	0.9351415094339622	0.1602952004041312	0.9575471704860903
42	0.20882283016195838	0.933254716981132	0.15813048650633613	0.9566037742596752
43	0.2074374017569254	0.935377358490566	0.15578065104079697	0.9566037742596752
44	0.20167394248803833	0.9351415094339622	0.158302733133424	0.9566037726852129
45	0.20335357740240276	0.933254716981132	0.15536124003383348	0.9584905667125054
46	0.20581337236008554	0.9356132075471698	0.15437301509785203	0.9575471704860903
47	0.2020434855290179	0.9346698113207547	0.15473805126154197	0.9575471704860903
48	0.1947951485244733	0.9358490566037736	0.15528541516582922	0.9603773587154892
49	0.19563534923319548	0.9370283018867924	0.15223362305254307	0.9556603764587979
50	0.19792516062844476	0.9384433962264151	0.15062138359501676	0.954716981806845
51	0.19524530194840342	0.9400943396226416	0.15117150590104877	0.9594339629389205
52	0.18625856514246958	0.9386792452830188	0.1498765024374116	0.9584905667125054
