The number of train datas: 3404
The number of test datas: 852
epoch	train_loss	train_acc	val_loss	val_acc
0	0.7098727868530641	0.5073443008575821	0.6914140926280492	0.5246478864844416
1	0.7007765162705535	0.5226204469537343	0.6813540380325676	0.5774647881727264
2	0.6844431584225978	0.5411280849565491	0.6726422209135243	0.607981220097609
3	0.6723461799700028	0.5801997656127401	0.661202459268167	0.6478873211453219
4	0.6619888237304329	0.6057579321950919	0.6484474604118597	0.6725352140659457
5	0.6418191615478973	0.6392479434556883	0.630830767848682	0.7053990596336938
6	0.6212092603695799	0.6706815511863744	0.6092365490438792	0.7288732394366197
7	0.5992064218963775	0.6971210336573116	0.5845993558565775	0.7511737103193579
8	0.5705301624347404	0.7200352526439483	0.5561509146376955	0.7652582187607815
9	0.5403075516223907	0.7488249122886343	0.529935060812274	0.7593896736001744
10	0.5116079039215061	0.7611633371802531	0.49894691213195874	0.7887323954855332
11	0.4764826993264267	0.7987661568314433	0.4709514685919587	0.7887323938065292
12	0.4528780586571027	0.803760282161233	0.4445905246085404	0.8004694830084071
13	0.41950769570123153	0.8316686252869674	0.4202756228301447	0.8145539883716565
14	0.39995443344676535	0.8346063456159921	0.3976299391945763	0.8204225343717656
15	0.3765947724551348	0.840775558306944	0.37188548745123995	0.846244130615897
16	0.34101728459362696	0.8704465339802967	0.34651331694473125	0.8661971822590895
17	0.3243138803088147	0.8730904812258082	0.3270978264405694	0.869718310418823
18	0.29262845496593437	0.8930669805838275	0.29858198398155783	0.8838028174610765
19	0.2714411790726748	0.9015863694679583	0.2786250522298992	0.8943661991419367
20	0.2459817895037587	0.9080493537715684	0.2540758780330559	0.9084507061841902
21	0.22975724331430486	0.9183313745029105	0.2315486000037529	0.9166666641481606
22	0.20294548991354036	0.9394829615022545	0.21337597841668016	0.9213615012280818
23	0.19319932523471348	0.9359576966171399	0.19585808412010122	0.9330985904299597
24	0.176932695189318	0.9430082261072062	0.19100720319949405	0.9389671364300688
25	0.1611850305988982	0.9488836667652556	0.17020492941281046	0.9401408439510864
26	0.14309640655996655	0.9562279664671659	0.157527206929077	0.9495305153125888
27	0.13228685584807928	0.962984724344574	0.15281673083562805	0.9553990627118679
28	0.12415298696095178	0.9615158634796546	0.13806976727756537	0.9507042242327767
29	0.11741032477656486	0.968566392479436	0.1316838532056607	0.9553990613126979
30	0.10790310799200022	0.9676850759604843	0.12842800947422153	0.9683098608339337
31	0.10623675963012928	0.9670975316845573	0.12413046239687243	0.9683098608339337
32	0.10115467093350884	0.9738542884413139	0.12072115412480394	0.9694835697541214
33	0.08762267745864938	0.9794359574867051	0.1158427325702609	0.9706572786743093
34	0.08905977263748996	0.9741480615948678	0.11709711623723518	0.9718309831171529
35	0.08506071333336775	0.9794359574867051	0.11132419217780162	0.9730046920373406
36	0.08240203368537714	0.9791421852436806	0.1084631321155969	0.9753521098777163
37	0.07756449999211118	0.9809048176512175	0.10967866932982011	0.976525818797904
38	0.07063687377807397	0.9823736776056077	0.1000672491013724	0.971830987594497
39	0.07236615332012031	0.9826674498486323	0.10159944256706417	0.976525818797904
40	0.07059940272891843	0.9829612214612905	0.10262903586869508	0.9788732366382796
41	0.06600116608285736	0.9853113979346324	0.10339555320955218	0.9800469469576375
42	0.06194298095414557	0.9853113983548766	0.09554706384458453	0.9741784054348727
43	0.0620947287108237	0.9858989422105594	0.09558317343324003	0.9753521098777163
44	0.06056310915848903	0.9841363102232668	0.10126836896992066	0.9800469469576375
45	0.06361692935035736	0.9835487659473396	0.10186094942856842	0.9788732380374496
46	0.05986570393541865	0.9867802580991447	0.09424962442665592	0.976525818797904
47	0.05944407350667145	0.9873678025851939	0.09500588494147494	0.9776995291172619
48	0.055991478518229394	0.9856051699675348	0.09376684280698289	0.976525818797904
49	0.0546752781061112	0.9873678025851939	0.0945488680766222	0.9776995291172619
50	0.054844635857223205	0.9891304347826086	0.09259659699011297	0.9776995291172619
51	0.053806406727058484	0.9870740310425764	0.0916982492860494	0.9776995291172619
52	0.051151019970850295	0.9908930669800236	0.09527184205575728	0.9788732380374496
53	0.051221907716660325	0.9882491184737792	0.09682566282544897	0.9776995291172619
54	0.048207535269450215	0.9876615746180963	0.09917354567999571	0.9788732380374496
55	0.04855289966848566	0.9888366625395841	0.0946727974838774	0.9776995291172619
56	0.04910811803770962	0.9879553466509988	0.09287049441200466	0.9788732380374496
57	0.0469665859380494	0.989424206605389	0.09367210872716188	0.9776995291172619
58	0.043459966586143234	0.9905992947369989	0.10033634500884114	0.9776995291172619
59	0.04102033568430171	0.9908930667699014	0.09373315693067273	0.9753521112768863
60	0.042197548741634526	0.9900117508813161	0.09561396374458998	0.9788732380374496
61	0.041863836229863095	0.9891304345724866	0.09246869834725846	0.9788732380374496
62	0.04275549774208094	0.9894242068155111	0.09587246915893935	0.9788732380374496
63	0.039542699727360006	0.9920681551116334	0.09170712229791382	0.976525820197074
64	0.04041809241093704	0.990011750671194	0.0923283677460722	0.9776995291172619
65	0.0408341712619317	0.9908930667699014	0.09209496060937224	0.976525820197074
66	0.03609261241085941	0.990011750671194	0.10050283150283944	0.9788732380374496
67	0.04175177676609764	0.9894242063952668	0.0920322516259733	0.976525820197074
68	0.039897397127698506	0.9903055229142186	0.09595114832193079	0.9788732380374496
69	0.041052350171400645	0.9894242068155111	0.09247411574136483	0.9753521112768863
70	0.03661291330142251	0.9908930669800236	0.0957367301441974	0.9788732380374496
71	0.035657783530293564	0.9914806106255841	0.0935309293894141	0.9753521112768863
72	0.0376255211215707	0.9911868390129259	0.09809430366810498	0.9788732380374496
73	0.0361517983325675	0.9914806110458284	0.09359490240053951	0.9753521112768863
74	0.034591047686429476	0.9917743830787309	0.09247597445134825	0.9776995291172619
75	0.03345643543473037	0.9917743830787309	0.09305320232407029	0.9753521112768863
76	0.033445675985408305	0.990011750671194	0.09577159100854901	0.9776995291172619
77	0.03502523885726859	0.9917743828686088	0.09373432709157747	0.9776995291172619
